id	slug	category	tags	cohort	origin	tmpl	nobj	kinds	starter	idmin	idmax	ids	prereq	companions	sessioninfo	testperm	tcid	ft_solved	ft_total	bo2_solved	bo2_total	passk5_models_ft	passk5_models_bo2	opus_ft_5	opus_bo2_5	evidence	desc
CG-AL-X095	unpermitted-write	error-transactions	diagnose;permissions;tabledata-grant;posting-order	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,PermissionSet:1,Table:2	Y	70600	70603	70600,70601,70602,70603		CG-AL-X095.ModifyObserver.Codeunit.al		Restrictive	89092	18	30	23	30	2	4	4	5	passk-n24-subset	"'The application manages documents that get posted into an archive kept for record-keeping. Codeunit ""CG X095 Doc Poster"" exposes PostDocument, which records a document''s current description and amount as a new entry in the archive and then marks the document posted, and EditDescription, which updates a document''s description before it is posted. Users who have full rights to create, edit, and p"
CG-AL-X096	integration-stack-triage	integration-serialization	diagnose;composite;json;jsonobject;iso-8601;culture-invariant-numbers;http-retry;xml-namespaces;wire-format	reasoning-100	hand-authored	diagnose.md	11	Codeunit:6,Interface:1,Table:4	Y	70470	70582	70470,70471,70472,70480,70481,70482,70570,70580,70581,70582		CG-AL-X096.MockHttpHandler.Codeunit.al;CG-AL-X096.NoStatusHttpHandler.Codeunit.al		Disabled	89192	20	30	20	30	3	3	5	5	measured-5trial	"'The application is an integration stack for a warehouse and logistics partner network. It includes a resilient HTTP client that retries transient exchange-rate lookups, an XML importer that parses incoming shipment status messages, a wire-format codec that exchanges decimals and dates with partner systems, and codeunit ""CG X093 Order Export"", one of the stack''s export modules, which builds the J"
CG-AL-X097	pricing-engine-triage	business-logic	diagnose;composite;interval-overlap;boolean-operator;blank-date-sentinel;fifo-costing;allocation-invariant	reasoning-100	hand-authored	diagnose.md	8	Codeunit:3,Table:5	Y	70310	70442	70310,70311,70312,70420,70421,70440,70441,70442				Disabled	89193	22	30	22	30	4	4	5	5	measured-5trial	"'This application is a combined pricing and costing engine covering price-list validity windows, inventory shipment costing, and invoice charge allocation. Codeunit ""CG X077 Validity Analyzer"" exposes MergeValidityPeriods, which combines an item''s price-validity windows into continuous coverage periods, and CountConflictingPairs, which counts how many pairs of windows actually overlap. Users repo"
CG-AL-X098	event-wiring-triage	interfaces-events	diagnose;composite;event-subscriber;shared-var-parameter;ishandled-gate	reasoning-100	hand-authored	diagnose.md	12	Codeunit:9,Table:3	Y	70320	70591	70320,70321,70370,70371,70372,70373,70460,70461,70462,70463,70590,70591		CG-AL-X098.OtherRule.Codeunit.al		Disabled	89194	27	30	27	30	5	5	5	5	measured-5trial	'The application is an internal extension platform built around integration events: several independent business processes, among them freight calculation, order-line defaults, loyalty-program eligibility, and reference-code resolution, each publish an event that other parts of the platform subscribe to, so behavior can be added or overridden without changing the core process directly. Two complai
CG-AL-X099	performance-suite-triage	performance-diagnosis	diagnose;performance;n-plus-one;sql-counters;bulk-lookup;composite	reasoning-100	hand-authored	diagnose.md	14	Codeunit:4,Query:1,Table:9	Y	70340	70553	70340,70341,70342,70490,70491,70492,70493,70540,70541,70542,70550,70551,70552,70553			Y	Disabled	89195	22	30	22	30	3	3	5	5	measured-5trial	'The application is an operations backend covering four independent modules. A pending-reference queue reports whether any Annual or Quarterly reference is still due by a given period end. A session tracks which ledger entries have been applied and keeps a running total of their remaining amounts. A per-team report adds up adjustment amounts across every case currently assigned to a team. And a ba
CG-AL-X100	data-state-triage	business-logic	diagnose;composite;accumulator-reset;var-parameter;running-total;identity-merge;silent-skip;guard-clause;rename	reasoning-100	hand-authored	diagnose.md	14	Codeunit:7,Table:7	Y	70200	70513	70200,70201,70202,70400,70401,70402,70403,70430,70431,70432,70510,70511,70512,70513				Disabled	89196	26	30	26	30	3	3	5	5	measured-5trial	|-
CG-AL-X101	running-balance-order	business-logic	diagnose;running-balance;set-current-key;sort-order;statement	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70610	70612	70610,70611,70612				Disabled	89295	23	30	27	30	2	4	5	5	measured-5trial	"'The application tracks account ledger entries and builds account statements from them. Codeunit ""CG X101 Statement Builder"" exposes RecordEntry, which posts one ledger entry under a single ledger-wide entry-number sequence and returns the assigned number, and BuildStatement, which fills a caller''s buffer with an account''s statement: only that account''s entries, newest first by posting date wit"
CG-AL-X102	snapshot-shares-view	records-runtime	diagnose;temporary-table;record-var;copy-semantics	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70620	70621	70620,70621				Disabled	89296	10	30	25	30	1	4	5	5	passk-n24-subset	"'The application manages working calculation rows in a buffer table. Codeunit ""CG X102 Buffer Service"" offers two ways to hand those rows to a caller: TakeSnapshot, used by an audit trail that needs the rows exactly as they stood at one moment, permanently, and AttachSharedView, used by a live monitor that needs to keep following the working rows as they continue to change afterwards. A teammate i"
CG-AL-X103	blocked-yet-submittable	business-logic	diagnose;validation;fallback;wrong-field	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70630	70632	70630,70631,70632				Disabled	89297	30	30	30	30	6	6	5	5	measured-5trial	"'Codeunit ""CG X103 Submitter"" exposes Guard, which validates a submission before it goes out, and BuildPayload, which derives the outbound notification e-mail for a submission. Users report two related problems. Some submissions are rejected by Guard even though BuildPayload would still derive a perfectly usable e-mail for them - Guard is blocking documents that would submit fine. Other submission"
CG-AL-X104	wipe-before-validate	error-transactions	diagnose;json;sync;empty-payload;all-or-nothing	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70640	70642	70640,70641,70642				Disabled	89298	30	30	30	30	6	6	5	5	measured-5trial	"'The application manages price lists synced from a supplier feed. Codeunit ""CG X104 Price Sync"" replaces a price list''s lines from a JSON payload the feed returns. Users report that when the feed''s response is well-formed but happens to list no items, syncing a price list that already has prices wipes out every existing price on that list instead of being rejected. A response listing at least on"
CG-AL-X105	approver-pick-order	business-logic	diagnose;key-order;findfirst;enum-ordinal	reasoning-100	hand-authored	diagnose.md	4	Codeunit:2,Enum:1,Table:1	Y	70650	70653	70650,70651,70652,70653				Disabled	89299	29	30	29	30	5	5	5	5	measured-5trial	|-
CG-AL-X106	defensive-reread-wipe	interfaces-events	diagnose;event-subscriber;var-record;shared-record;lost-update	reasoning-100	hand-authored	diagnose.md	4	Codeunit:3,Table:1	Y	70660	70663	70660,70661,70662,70663				Disabled	89300	28	30	30	30	5	6	5	5	measured-5trial	"'The application manages documents that go through an archiving workflow. Codeunit ""CG X106 Archive Mgt"" exposes ArchiveDocument, which archives an existing document; a correctly archived document ends up carrying an enrichment note describing its total and an archive tag reflecting whether it qualifies as a priority document. Users report that after ArchiveDocument runs, the archived document cor"
CG-AL-X107	stamp-never-persists	interfaces-events	diagnose;integration-events;event-subscriber;var-record	reasoning-100	hand-authored	diagnose.md	4	Codeunit:2,Table:2	Y	70670	70673	70670,70671,70672,70673				Disabled	89301	29	30	30	30	5	6	5	5	measured-5trial	"'The application posts deals: codeunit ""CG X107 Deal Poster"" turns a deal header into a posted deal record via procedure PostDeal(SourceNo: Code[20]). The posted deal must carry the same ""Deal Reference"" value the deal header holds. Users report that every posted deal ends up with a blank ""Deal Reference"", regardless of what the deal header held. Fix the application so PostDeal always carries the "
CG-AL-X108	slow-check-every-time	performance-diagnosis	diagnose;singleinstance;caching;entitlement;sql-budget;session-scope	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70680	70681	70680,70681			Y	Disabled	89302	30	30	30	30	6	6	5	5	measured-5trial	"'The application decides whether a customer''s entitled feature set is currently active through codeunit ""CG X108 Feature Gate"" and its single procedure IsFeatureActive. Every module a customer has registered lives as its own row in table ""CG X108 Module Registration"", each with its own entitlement flag, and IsFeatureActive is meant to walk that list once per session and remember the answer, so th"
CG-AL-X109	latest-entry-scan	performance-diagnosis	diagnose;performance;full-table-scan;sql-counters;key-order	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70690	70691	70690,70691			Y	Disabled	89303	30	30	30	30	6	6	5	5	measured-5trial	"'The application tracks ""CG X109 Activity Entry"" rows posted under a ""Document No."". Codeunit ""CG X109 Entry Finder"" exposes FindLatest, which a support ""latest activity"" panel calls to show the single most recent entry posted under a given document number. The lookup always returns the right entry, but a document that has accumulated dozens or hundreds of entries makes every lookup visibly slower"
CG-AL-X110	repost-partial-batch	error-transactions	diagnose;posting;rerun;var-record	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Enum:1,Table:2	Y	70700	70703	70700,70701,70702,70703				Disabled	89304	30	30	30	30	6	6	5	5	measured-5trial	"'The application posts miniature journal batches to a ledger. Table ""CG X110 Journal Line"" holds batch lines that carry a Status of Open or Posted; codeunit ""CG X110 Post Batch"" implements PostBatch(BatchName: Code[10]), which posts every currently open line of the named batch into table ""CG X110 Ledger Entry"" and marks each of those lines Posted. Users report that when PostBatch is called again o"
CG-AL-X111	child-lookup-crawls	performance-diagnosis	diagnose;performance;calcfields-in-loop;flowfield-per-row;sql-counters	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70710	70711	70710,70711			Y	Disabled	89305	22	25	24	25	3	4	4	5	measured-5trial	"'Work items are organized into a checklist tree: table ""CG X111 Work Item"" stores each item together with a ""Parent No."" pointing at whichever item it is nested under, a Status of open or done, and its own Estimated Hours. Codeunit ""CG X111 Work Item Report"" exposes OpenSubItemHoursAcrossChecklist, a dashboard figure that adds up the estimated hours of every open sub-item across the whole checklis"
CG-AL-X112	summary-column-slows-list	performance-diagnosis	diagnose;performance;n-plus-one;sql-counters;bulk-preload	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70720	70722	70720,70721,70722			Y	Disabled	89306	18	30	23	30	2	2	5	5	passk-n24-subset	"'The application manages Job Agreements. Each agreement can accumulate entries in table ""CG X112 Status Entry"" (a severity, a message, and whether it has been resolved). Given a batch of agreements and an as-of date, codeunit ""CG X112 Summary Builder""''s BuildSummaries reports, for every agreement in the batch, the most recently logged status entry that is still unresolved as of that date - or an "
CG-AL-X113	which-check-is-slow	performance-diagnosis	diagnose;performance;existence-check;isolate-defect;sql-counters	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70730	70731	70730,70731			Y	Disabled	89307	30	30	30	30	6	6	5	5	measured-5trial	"'The application tracks dispatch queue entries in table ""CG X113 Dispatch Entry"", each row belonging to one dispatcher via ""Dispatcher Code"" and marked Pending or not. Codeunit ""CG X113 Dispatch Check"" backs a workload panel with three checks per dispatcher: HasPendingJobs, IsUnassigned, and PendingJobCount. The panel used to open instantly; now that some dispatchers'' queues have grown into the h"
CG-AL-X114	exact-six-hours-overpaid	business-logic	diagnose;boundary-condition;cross-procedure-consistency;code-as-spec	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70740	70741	70740,70741				Disabled	89308	30	30	30	30	6	6	5	5	measured-5trial	"'The application tracks employee travel claims in codeunit ""CG X114 Allowance Calc"". Its CalculateAllowance procedure derives a travel allowance amount from a claim''s away-time in minutes, and RecalculateClaim stores that amount back onto the claim. A separate away-time statistics report classifies every claim into the same three bands (no allowance, a partial allowance, and the full allowance) u"
CG-AL-X115	same-moment-mismatch	business-logic	diagnose;spec-from-tests;boundary-induction;datetime;sql-rounding-tolerance	reasoning-100	hand-authored	diagnose.md	1	Codeunit:1	Y	70750	70750	70750				Disabled	89309	20	30	29	30	2	5	5	5	passk-n24-subset	|-
CG-AL-X116	remittance-amount-rejected	integration-serialization	diagnose;text-composition;culture-invariant-format;capacity-planning	reasoning-100	hand-authored	diagnose.md	1	Codeunit:1	Y	70760	70760	70760				Disabled	89310	15	25	18	25	2	3	5	5	measured-5trial	"'Your company pays vendors through a bank payment batch, and each payment carries a single free-text remittance line capped at 140 characters - all the receiving bank shows the vendor''s accountant when the money lands. Codeunit ""CG X116 Remittance Composer"" builds that line from the invoices covered by one payment, through two public procedures: AddInvoice(InvoiceNo: Text; Amount: Decimal), which"
CG-AL-X117	order-date-unreadable	integration-serialization	diagnose;xml;xmldocument;date-formatting;locale	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70770	70772	70770,70771,70772				Disabled	89311	27	30	28	30	5	5	5	5	measured-5trial	"'The application exports a sales order to XML for a warehouse partner''s integration. Codeunit ""CG X117 Order Xml Export"" builds a <SalesOrder> document from an order''s fields and lines. The partner''s system has started filing several exported orders under the wrong calendar day, even though Business Central shows the correct date on the order. Every date the document carries must identify the c"
CG-AL-X118	legs-no-longer-balance	rounding-allocation	diagnose;rounding;currency-precision;balance-invariant	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Table:3	Y	70780	70783	70780,70781,70782,70783				Disabled	89312	16	20	19	20	2	3	5	5	measured-5trial	'The application records journal entries as single lines. Each line names an Account No. and a Counter Account No., carries an Amount, and stores a Balancing Amount that must offset the Amount exactly, so the line''s two sides always net to zero. Validating the Counter Account No. on a line computes the Balancing Amount from the Amount already recorded on that line. Finance has noticed that on som
CG-AL-X119	blank-lines-on-export	business-logic	diagnose;fill-the-hole;dispatch;fallback-chain	reasoning-100	hand-authored	diagnose.md	8	Codeunit:1,Enum:1,Table:6	Y	70790	70797	70790,70791,70792,70793,70794,70795,70796,70797				Disabled	89313	19	20	19	20	3	3	5	5	measured-5trial	"'Table ""CG X119 Doc Line"" holds a document''s lines - each one is an Item, a G/L Account, a Resource, or a Charge. Codeunit ""CG X119 Exporter"" builds one export line per document line via BuildExportLines, filling in the export line''s Name, Seller ID, and Unit of Measure Code from the matching master record. On every document that has a Charge line, that line''s export row comes back with a blank"
CG-AL-X120	approval-stays-pending	business-logic	diagnose;pending-verification;hidden-superset;spec-from-tests	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70800	70802	70800,70801,70802				Disabled	89314	19	25	24	25	3	4	5	5	measured-5trial	|-
CG-AL-X121	lines-not-recreated	business-logic	diagnose;onvalidate;sibling-trigger;dirty-flag;line-regeneration	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70810	70812	70810,70811,70812				Disabled	89315	30	30	30	30	6	6	5	5	measured-5trial	"'The application manages service contracts. Each contract header carries a Plan Code and a Region Code, and codeunit ""CG X121 Contract Mgt"" builds the contract''s billing lines from those two values whenever the lines are refreshed. Users report that after they change a contract''s Region Code and refresh its billing lines, the lines still reflect the old region. Fix the application so that refres"
CG-AL-X122	unrelated-handler-fires	interfaces-events	diagnose;event-subscriber;manual-instance;per-instance-binding;unrelated-handler	reasoning-100	hand-authored	diagnose.md	6	Codeunit:4,Table:2	Y	70820	70826	70820,70821,70822,70823,70824,70826		CG-AL-X122.CancelSpy.Codeunit.al		Disabled	89316	21	30	21	30	2	2	5	5	passk-n24-subset	"'The application keeps an activity log for documents, recording each document release and each document cancellation as its own entry. Codeunit ""CG X122 Release Batch Runner"" runs nightly through codeunit ""CG X122 Document Processor"": it releases every open document whose amount is zero or higher, and cancels every open document whose amount is negative, as ordinary cleanup for bad data, and it wa"
CG-AL-X123	totals-slow-at-volume	performance-diagnosis	diagnose;performance;full-row-scan;sql-counters;aggregate-total	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70830	70831	70830,70831			Y	Disabled	89317	30	30	30	30	6	6	5	5	measured-5trial	"'Codeunit ""CG X123 Project Hours"" exposes TotalHoursBilled, which the project dashboard calls to show how many hours have been logged against a project, drawn from table ""CG X123 Labor Entry"". For a project that has just started, the figure appears instantly; for a project that has been running a long time and has accumulated hundreds of logged entries, the same figure visibly hangs before it appe"
CG-AL-X124	shipment-totals-slow	performance-diagnosis	diagnose;performance;read-in-loop;same-row-write-invalidates-cache	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70840	70842	70840,70841,70842			Y	Disabled	89318	30	30	30	30	6	6	5	5	measured-5trial	"'The application keeps a running summary on each shipment. Table ""CG X124 Shipment Header"" stores a Total Weight and a Line Count alongside the customer and route, and table ""CG X124 Shipment Line"" holds the individual lines. Codeunit ""CG X124 Shipment Totals"" exposes Recalculate(ShipmentNo), which brings a shipment''s stored Total Weight and Line Count back in step with the lines it currently has"
CG-AL-X125	prompt-appears-when-it-should-not	business-logic	diagnose;spec-from-tests;hidden-superset;policy-lookup;customer-classification;boolean-logic	reasoning-100	hand-authored	diagnose.md	6	Codeunit:2,Table:4	Y	70850	70855	70850,70851,70852,70853,70854,70855				Disabled	89319	26	30	29	30	5	5	5	5	measured-5trial	|-
CG-AL-X126	resized-image-off-by-one	business-logic	diagnose;spec-from-tests;boundary-induction;rounding	reasoning-100	hand-authored	diagnose.md	1	Codeunit:1	Y	70860	70860	70860				Disabled	89320	28	30	29	30	5	5	5	5	measured-5trial	|-
CG-AL-X127	denied-in-a-company-not-used	records-runtime	diagnose;multi-company;site-restriction;scope-of-check	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70870	70872	70870,70871,70872				Disabled	89321	29	30	30	30	5	6	5	5	measured-5trial	"'The application manages job cards for work carried out at a site, each identified by a site code. Table ""CG X127 Site Setup"" records, per company, whether a given site code is currently under a restriction, and codeunit ""CG X127 Site Guard"" is consulted whenever a job card''s site code is set, refusing the job card when the site is restricted. Users report that a site code they use every day with"
CG-AL-X128	setting-changes-everywhere	records-runtime	diagnose;multi-company;data-per-company;shared-vs-isolated-setup	reasoning-100	hand-authored	diagnose.md	4	Codeunit:2,Table:2	Y	70880	70883	70880,70881,70882,70883				Disabled	89322	30	30	30	30	6	6	5	5	measured-5trial	|-
CG-AL-X129	hourly-pricing-not-implemented	business-logic	diagnose;fill-the-hole;stub;spec-from-siblings	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70890	70892	70890,70891,70892				Disabled	89323	28	30	30	30	5	6	5	5	measured-5trial	"'The application prices service bookings. Table ""CG X129 Rate Card"" holds one card per tier and table ""CG X129 Booking"" holds the bookings, each naming its tier and the hours booked. Codeunit ""CG X129 Booking Pricer"" prices them: PriceBooking and RepriceTier record an amount onto a booking, QuoteHourly returns what an hourly booking would cost without recording anything, and PriceFlatFeeBooking an"
CG-AL-X130	second-view-goes-empty	records-runtime	diagnose;list-of-t;clear-rebinds;shared-list	reasoning-100	hand-authored	diagnose.md	2	Codeunit:2	Y	70901	70902	70901,70902				Disabled	89324	13	30	20	30	1	2	5	5	passk-n24-subset	"'The application manages onboarding for new customers. Codeunit ""CG X130 Signup Queue"" collects the ids of customers waiting for a welcome call, and codeunit ""CG X130 Outreach Tracker"" is attached to the queue so it can report at any time exactly which customers are still waiting, including customers who sign up after it starts watching. At the end of each business day, StartNewDay is called on th"
CG-AL-X131	flooded-validation-log	error-transactions	diagnose;collectible-errors;error-order;validation	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70910	70911	70910,70911				Disabled	89351	30	30	30	30	6	6	5	5	measured-5trial	"'Table ""CG X131 Import Line"" holds staged order lines identified by ""Batch Code"" and ""Line No."", each carrying an ""Item No."", a Quantity, and a ""Unit Cost"". Codeunit ""CG X131 Import Checker"" exposes CheckLine, which checks one line against three rules, in this order - a blank ""Item No."", a Quantity that is not greater than zero, and a negative ""Unit Cost"" - and reports the problem for whichever ru"
CG-AL-X132	preview-writes-through	records-runtime	diagnose;istemporary-guard;dropped-guard;record-variable;twin-procedures	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70920	70921	70920,70921				Disabled	89352	30	30	30	30	6	6	5	5	measured-5trial	"'The application defines a codeunit named ""CG X132 Balance Buffer"" with two procedures, ProcessBuffer and ArchiveBuffer, each documented to run only against a working copy of ""CG X132 Balance Line"" rows that the caller builds up in memory before committing anything, never against the real table directly. ProcessBuffer correctly refuses to run when it is handed the real table instead of a working c"
CG-AL-X133	slow-display-columns	performance-diagnosis	diagnose;performance;event-fanout;redundant-lookup;sql-counters	reasoning-100	hand-authored	diagnose.md	6	Codeunit:2,Table:4	Y	70930	70935	70930,70931,70932,70933,70934,70935			Y	Disabled	89353	0	30	5	30	0	1	0	5	irreducible-core-9,passk-n24-subset	"'The application tracks work assignments in table ""CG X133 Assignment"", each row carrying a ""No."", a ""Team Code"", an ""Owner Code"", and a ""Priority"". Table ""CG X133 Person"" holds each owner''s display name and table ""CG X133 Team"" holds each team''s display name, both keyed by ""Code"". Codeunit ""CG X133 Display Row Builder"" exposes BuildRows(TeamCode: Code[20]), which refreshes table ""CG X133 Displa"
CG-AL-X134	approval-portal-timeout	performance-diagnosis	diagnose;performance;eager-materialization;per-row-flowfield;sql-counters	reasoning-100	hand-authored	diagnose.md	5	Codeunit:1,Table:4	Y	70940	70944	70940,70941,70942,70943,70944			Y	Disabled	89354	26	30	29	30	5	5	5	5	measured-5trial	"'The application keeps an approval history for each approver. Table ""CG X134 History Entry"" records one row per approval action and points at the request in table ""CG X134 Request"" (which also exposes each request''s Paid Amount) by ""Request No."". Codeunit ""CG X134 History Loader"" exposes LoadRecentHistory(Approver, Buffer), which fills a caller-supplied buffer with the approver''s 20 most recent "
CG-AL-X135	released-refuses-to-post	business-logic	diagnose;state-machine;status;testfield;precondition-swap	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Enum:1,Table:2	Y	70950	70953	70950,70951,70952,70953				Disabled	89355	30	30	30	30	6	6	5	5	measured-5trial	"'The application tracks orders through three statuses: Open, Released and Posted. Codeunit ""CG X135 Order Lifecycle"" exposes Release, Reopen and Post actions that operate on an order''s Status field. Release moves an Open order to Released. Reopen moves a Released order back to Open. Post moves a Released order to Posted, stamps ""Posted On"" with the work date, and adds the order to the posted orde"
CG-AL-X136	discount-lost-on-due-date	business-logic	diagnose;spec-from-tests;hidden-superset;dateformula;calcdate;term-order	reasoning-100	hand-authored	diagnose.md	2	Codeunit:1,Table:1	Y	70960	70961	70960,70961				Disabled	89356	28	30	29	30	5	5	5	5	measured-5trial	|-
CG-AL-X137	retry-skips-unposted-lines	error-transactions	diagnose;idempotency;retry;asserterror;in-memory-state;rollback;batch-posting	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	70970	70972	70970,70971,70972				Disabled	89357	27	30	27	30	5	5	5	5	measured-5trial	"'The application posts a batch of import lines into a ledger. Codeunit ""CG X137 Batch Poster"" exposes PostBatch(Batch No.), which posts every line of the named batch, plus PostedCountLastRun() and SkippedCountLastRun() reporting what the last run did. Users report that when a batch contains one invalid line, PostBatch correctly stops and posts nothing, as expected. But after they fix the bad line'"
CG-AL-X138	import-dies-not-implemented	business-logic	diagnose;fill-the-hole;stub;spec-from-siblings	reasoning-100	hand-authored	diagnose.md	4	Codeunit:1,Table:3	Y	70980	70983	70980,70981,70982,70983				Disabled	89358	24	30	28	30	3	5	5	5	measured-5trial	'The application ingests documents from an external partner system and matches them by the reference the partner sends. The partner resends the same reference formatted differently from one message to the next - dashes, slashes, dots, spaces and casing all vary freely for what is otherwise the same reference - and only the letters and digits in a reference actually identify it; a reference is iden
CG-AL-X139	silent-adjustment-loss	business-logic	diagnose;fill-the-hole;absent-branch;dispatch	reasoning-100	hand-authored	diagnose.md	5	Codeunit:1,Enum:1,Table:3	Y	70990	70994	70990,70991,70992,70993,70994				Disabled	89359	30	30	30	30	6	6	5	5	measured-5trial	"'Table ""CG X139 Adjustment Line"" holds a document''s stock adjustments - each line is an Increase, a Decrease, a Revalue, or a Transfer between two locations. Codeunit ""CG X139 Adjustment Poster"" posts a document''s lines via PostAdjustments, recording each line''s quantity movement in ""CG X139 Item Ledger Entry"" and updating the affected item and location''s balance in ""CG X139 Item Balance"". On "
CG-AL-X140	allocation-total-drift	rounding-allocation	diagnose;rounding;allocation;invariant;largest-remainder;order-independence	reasoning-100	hand-authored	diagnose.md	3	Codeunit:1,Table:2	Y	71000	71002	71000,71001,71002				Disabled	89360	14	30	14	30	0	0	4	4	irreducible-core-9,passk-n24-subset	"'Codeunit ""CG X140 Rebate Allocator"" spreads a ""CG X140 Rebate Header"" record''s Total Rebate Amount across its ""CG X140 Rebate Line"" records in proportion to each line''s Allocation Weight, storing the result in each line''s Rebate Amount and marking the header Allocated. Within a document that has weight to allocate, lines with an Allocation Weight of zero - the free-of-charge sample lines inclu"
CG-AL-X141	posting-backbone-triage	error-transactions	diagnose;composite;posting;rerun;var-record;idempotency;state-machine;running-balance;entanglement	reasoning-100	hand-authored	diagnose.md	15	Codeunit:5,Enum:2,Table:8	Y	70610	71010	70610,70611,70612,70700,70701,70702,70703,70950,70951,70952,70953,70970,70971,70972,71010				Disabled	89361	20	30	20	30	2	2	5	5	measured-5trial	"'The application is a finance operations backbone covering order lifecycle management, import batch posting, journal batch posting, and a period statement built from posted entries. Codeunit ""CG X135 Order Lifecycle"" moves an order between the Open, Released and Posted statuses, rejecting any action attempted from a status it does not support and leaving the order''s status, its posted-on date and"
CG-AL-X142	allocation-engine-triage	rounding-allocation	diagnose;composite;rounding;allocation;ledger-settlement;order-independence;largest-remainder;cross-module	reasoning-100	hand-authored	diagnose.md	13	Codeunit:5,Table:8	Y	70430	71040	70430,70431,70432,70780,70781,70782,70783,70830,70831,71000,71001,71002,71040			Y	Disabled	89362	6	30	6	30	0	0	1	1	irreducible-core-9,passk-n24-subset	"'This application is a billing engine covering rebate allocation and settlement, project labor-cost reporting, and royalty statements for licensed theatrical performances. A ""CG X140 Rebate Header"" document records a total rebate amount and a set of ""CG X140 Rebate Line"" records, each carrying an allocation weight; some lines are free-of-charge sample lines carrying no allocation weight at all. On"
CG-AL-X143	operations-dashboard-triage	performance-diagnosis	diagnose;performance;composite;dashboard;eager-materialization;sql-counters	reasoning-100	hand-authored	diagnose.md	17	Codeunit:6,Table:11	Y	70690	71071	70690,70691,70730,70731,70930,70931,70932,70933,70934,70935,70940,70941,70942,70943,70944,71070,71071			Y	Disabled	89363	29	30	29	30	5	5	5	5	measured-5trial	"'The application backs an operations dashboard for approvers. Table ""CG X134 History Entry"" records one row per approval action, each pointing at a request in table ""CG X134 Request"" (which also exposes each request''s Paid Amount) via ""Request No."". Table ""CG X133 Assignment"" holds work assignments, each with a ""No."", ""Team Code"", ""Owner Code"", and ""Priority"", and tables ""CG X133 Person"" and ""CG "
CG-AL-X144	intake-pipeline-triage	error-transactions	diagnose;composite;collectible-errors;error-order;validation;reference-matching;payment-terms;balance-review	reasoning-100	hand-authored	diagnose.md	13	Codeunit:5,Table:8	Y	70910	71205	70910,70911,70920,70921,70960,70961,70980,70981,70982,70983,71203,71204,71205				Disabled	89364	29	30	29	30	5	5	5	5	measured-5trial	|-
CG-AL-X145	inventory-network-triage	business-logic	diagnose;composite;absent-branch;silent-noop;event-subscriber;var-record;dirty-flag;line-regeneration;data-per-company;shared-vs-isolated-setup;cross-module-coupling	reasoning-100	hand-authored	diagnose.md	17	Codeunit:7,Enum:1,Table:9	Y	70670	71142	70670,70671,70672,70673,70810,70811,70812,70880,70881,70882,70883,70990,70991,70992,70993,70994,71142				Disabled	89365	28	30	28	30	5	5	5	5	measured-5trial	|-
CG-AL-X146	bonus-split-never-adds-up	business-logic	diagnose;accumulator-reset;rounding;allocation;largest-remainder;higher-order-defect	reasoning-100	hand-authored	diagnose.md	4	Codeunit:2,Table:2	Y	71301	71304	71301,71302,71303,71304				Disabled	89366	19	25	19	25	2	2	5	5	measured-5trial	"'The application supports a sales commission engine. Codeunit ""CG X146 Base Calculator""''s BuildBases procedure rebuilds a ""CG X146 Commission Line"" record for every salesperson who currently has at least one ""CG X146 Sales Entry"": that line''s Base Amount is the sum of exactly that salesperson''s own entries, nothing more and nothing less, however many other salespeople''s entries exist alongside"
